sZf3VDsdDPM_107_114, a man is talking, a man is eating some food / a man and woman eat / a man chews food with a while the / a man and woman are eating / a man is eating his food / a man and a woman are eating / a man and woman are eating / someone is eating / the man liked the bite of food he took / a man and woman are eating / the man is eating / a man is eating something / a man is eating a food / the man smiled as he took a bite of food / a man and a woman are sitting down eating with / a man is eating food / a man and woman are eating together / a man eats food and enjoys it / the man like the bite of food he ate / a man and woman eat / a man taking his food / a man and a woman are eating / the man is eating / a man and a woman are eating / a man and woman are eating / a man and woman is eating / the persons is eating food / a man is eating food / the boy is eating / a man and a woman are eating food / a man is eating
kWLNZzuo3do_77_83, a woman is cooking, a person is scoring mushrooms / a chef preparing noodles / is slicing something / a women preparing / the cook is slicing mushrooms / a person is cutting mushrooms with a knife / a lady is cutting the / a man is cutting meat / someone is cutting mushroom / the lady sliced the figs / a woman demonstrates proper mushroom cutting technique / a man is slicing some meat / a chef is preparing mushrooms / the man cut the dried fruit / a man is preparing food / a woman is cutting some mushroom / she is cooking / the stems of the soaked mushrooms are removed and a / a woman cuts up some thing / a man is cutting fruits / someone is making cuts in dried figs with a knife / a person cuts up mushrooms / a man is cutting mushrooms / this is how to make noodle / a person is making the noodles / a person cuts a mushroom / racipe for noodle / someone is slicing something / good preparation for noodle video / a person is cutting mushrooms / the person is preparing the noodles / cooking with dog showing how to make noodle / a man is cutting some food / the woman is slicing mushrooms / somebody is cutting something / a woman is slicing some mushrooms / a woman is making cuts in mushroom with a / a person making noodle / a person is cutting something / someone making noodle / a man is cutting something / she is cooking the lady house / a person is cutting up some mushrooms / a woman is making cuts into mushrooms
j2Dhf-xFUxU_13_20, a person is slicing an onion, the lady cut through the tortillas / tortillas are cut / a lady is cutting the using knife / a person is cutting some food item / a man is cutting vegetables / a person slices tortillas / someone is cutting tortillas / someone is cutting a stack of tortillas / the cook is slicing tortillas / a person is slicing a stack of tortillas / the person is cutting tortillas / a person is cutting up some tortillas / a person cutting / someone is slicing something / someone is slicing / a person is slicing into pieces / a person is cutting up tortillas and a tomato / the is cooking / a person cuts up some tortillas / a person is slicing a stack of tortillas / cutting and tomato with the knife / a person is slicing some tortillas / someone cut tortillas into quarters / a person is slicing flour tortillas with a knife / the man sliced the tortillas into quarters / a man is cutting tortillas / a stack of tortillas is being sliced / someone cuts a stack of tortillas into quarters and then / someone is cutting a stack of tortillas into quarters / a man showing how to make salsa / good recipe well lime salt paper / a person is cooking / any one is slicing bread
xxHx6s_DbUo_158_161, a man and a woman are running, a woman feeds a man seated beside her on a / a woman is feeding a man / a woman is feeding a man / a woman feeding a man / the woman fed the man some food / a woman is a man / she is putting to a guy / a woman feeds a man / a woman is feeding a man / a woman is feeding a man food / a man is eating / a woman feeding a man / a woman feeds a man with her fingers and the / a woman gives a man some food / the boy and girl is talking / good song i what to / a woman is feeding a man / an actress is feeding the actor in the film sequence / one person is eating / a woman is feeding a man / a woman a man / the woman is feeding the man / the woman is feeding the man / the lady fed some food to the man / a girl is giving food to his brother / a woman feeds food to a man / the lady fed some food to the man / a woman feeds a man / a lady serving the food to a boy in a / a woman is feeding a man / a woman is feeding a man / movie dance practicing yoga
zSPBC8EO6dY_97_110, a man is driving a car, juice is being poured on a mans head / a man gets wet / a man is bathing with clothes / an try to flying / the man is pouring liquid over the other mans head / a man poured a jar of liquid over the pilot / a man pouring some liquid on another man / a man pouring water on pilot of pouring it / on pilot his friend spreading something for his angry / a man is pouring water over a head / a man is pouring a bottle of water over a / one man pouring water on the pilot of the / a man is having liquid on him / the man poured a bottle of liquid over the pilot / a man is standing near the flight / a man is pouring some liquid from a bottle on / a man is pouring a liquid on another mans head / a man pours a bottle of juice over another mans / one man is water on other mans head / one man is pouring alcohol on the head / a liquid is poured on top of a man / a man is pouring water on a pilot / a man is pouring liquid over another mans head / a man is pouring water on the other / a man pours water over an airplane head / a man is pouring liquid on top of another mans / the man poured a liquid over head / a man is pouring a liquid onto the head of / a guy head in / a man is pouring water on a head / one man is pouring liquid over another / the man is pouring water over the other man / a man is pouring water on the head / somebody is bathing with juice / a man is pouring something on pilot / a man pouring water on a head / a man is dumping water on another man / a man is dumping water on a pilot / a man pouring liquid on a pilot / a man pours water over a head / a man pours water over another mans head / a person pouring some kind of oil on a pilot / a man is throwing water from bottle on head / a pilot taking his first flight get with
vulNlhUI6m0_7_27, a man is holding a drink, two men are in a / one man wipes a off of another mans jacket / a man is wiping off another mans jacket / a man is having his shirt cleaned / a man clean another mans shirt / a man is to another man in a / a guy is standing in the room / a man in the bathroom / a man cleaning other man / the bathroom wiped a off a mans jacket / men are doing something / the bathroom is very neat the persons also enjoy there / a man off another man / a man cleans another mans jacket with a / a man is wiping off another man / a bathroom is wiping a mans jacket / a gentleman in a suit is cleaning the of / a man dressed like a is wiping off another / the restaurant wiped a off a mans jacket / a man searching to another man / the two persons are rubbing each other / the bathroom scene / a man is cleaning the jacket of the other man / a bathroom is cleaning up another man / an old man cleaning something from a young mans / a man is standing / a waiter wiping the shirt and jeans of the / a is cleaning a mans jacket with / the man is cleaning the other mans jacket / a man is being cleaned by another man in a / a short clip showing two men and a and / a man washes another mans / a man is in a and a / a man is being in the bathroom / man is in the bathroom / two persons talking in the bathroom / a man is is dusting jacket in a bathroom / a man is wiping something from someones jacket / a is being cleaned up by another man in / two men standing in a are as one / two men are talking in a / a bathroom is cleaning a mans jacket / jack is being patted down in a bathroom / it is a bathroom scene from hollywood movie / the man is cleaning on other mans in / a is cleaning off another mans jacket / a man shirt from cloth in bathroom / one man cleaning the shirt of another person in bathroom / a man is rubbing another mans dirt shirt
xBW_uR3kGr4_42_55, a woman picks up a car, a girl is measuring another girls / the girls are doing the something / she is doing the something / one woman is measuring other womans / the woman is measuring the other woman / a lady the of the woman / a woman is measuring another womans / one woman is measuring another womans / two women their / a lady is giving the thread to the other lady / the woman is measuring the ladys / a woman is measuring another womans / a woman another womans leg / the lady the other ladys / a woman is measuring another woman / a woman take of another woman may be in / a woman is reading something while another woman the / a ladies being / a woman with a / something weird a double for is good / the lady the other womans / a woman is measuring leg of another woman / a woman is measuring another woman / a woman is measuring a womans / a woman another womans
fvBs0xpEZhQ_10_30, a man is eating, a man does balancing tricks with a ball / a man plays with a in an office / a man is playing sack in the office / a man is playing with ball / a man is tossing a ball with his feet / a man is playing with a sack in an / a man is in an office and a small / a man is playing with ball / in man is doing tricks with a sack in / a man playing with a ball inside his office / a man is playing with a ball / in the office the man wants to him with / the man played in the office / a man is playing with a ball in a office / a man is playing with a sack / a person is playing with the ball / a man passing a ball back forth with his feet / the man played in the office / a man is kicking a paper ball / a man dancing / a man showing his football tricks with a small ball / a man is playing with a sack in the / a man is kicking around a foot bag / a person is playing with the ball / the man is playing with a ball in the office / a man is playing sack in an office / the person is playing with the egg / a man is playing in his office / dont they select me to soccer team / a man plays in an office / a man is playing is kicking a piece of paper / a man is tossing a ball with his legs and / a man is playing with a sack in a / the man is playing with a ball / a man plays with a sack inside an office / funny catch / a man is doing sack tricks / in an office a worker plays soccer with a piece / a man is playing a ball in the office / a man is doing things / a man is playing in an office / a man is playing with ball in office / a guy is playing / a guy is playing
zBrC1GmA0Qg_26_33, a cat is playing with a toy, the animals beating / a dog and cat are playing / a dog is playing with a cat / a puppy and cat are playing / the cat at the dog from on top of / a cat plays with a dog / a cat is hitting at a puppy / a dog and cat are fighting / a dog and cat are fighting / a dog is playing / a cat is sitting on a table playing with a / a cat is laying on a table batting at a / a cat is pawing at a dog / a cat swats a dog with its paw / a grey and white cat playing with a / the cat is teasing the dog / and are at it again and one cat / the puppy is playing with cat / a cat and a dog are playing with each other / fight with dog cat / puppy and a cat is playing / a dog and cat and each other / a dog and a cat are fighting / the dogs are playing / a cat on a table is at a dog / the cat at the dog / a cat on a coffee table bats at a puppy / one cat and dog are fighting with each other / a cat and a dog are playing / the cat is teasing the dog / a cat is a dog
nV3Wv8iHp4U_0_38, a puppy is playing, a dog is walking on a couch / a small puppy is running on the sofa / a small dog wearing a dress moves to and / a small dog plays on the couch / a puppy enjoying sofa seat / a puppy is walking on a sofa / a small dog wearing a dress out how to / a puppy is playing on sofa / a puppy around while wearing a dress / a dog is playing on the bed / a small dog is playing on the sofa / a dog is playing / a dog wearing a dress is running on a couch / a puppy is jumping onto the ground from sofa / a dog in a pink dress is playing on a / a puppy is running around on a sofa / a dog is on the couch / a small dog walks around on a couch wearing a / a puppy is jumping off the sofa / a kitten is playing on the sofa / a cute puppy wearing a dress / a puppy is playing on a sofa / a dog has dressed beautifully / a puppy playing in sofa / the dog tried to get off the couch / the small dog is playing / a puppy is playing on a couch / the dog is trying to get off the couch / a puppy is playing on a / a puppy is wearing a dress / a dog plays on a couch / the puppy is wearing a dress and sitting on the / a dog is walking around a couch with a dress / a dog in a dress on / a playing / a cute little puppy trying and jumping down from a / the dog tried to get off the couch / the puppy is playing on sofa / a puppy is wearing a dress / a puppy is walking in the sofa / a puppy playing and jumping on a sofa in a / a dog play on sofa / a puppy on the sofa / a dog is playing on a couch / a small dog in a dress is running around on / a little making a noise on the sofa / a puppy is playing on the couch / a dog is playing on a couch / a dog in a dress is playing on a couch / a little dog runs around on a couch / an animal is lying on the sofa / a small dog gaming on the / a dressed puppy on a couch / a dog is playing on a sofa / a small dog wearing a dress on the sofa / a dog in a dress is running around on a
zH4v_DClIoc_3_28, a man is looking at a target, the man fired shots at the targets / the man with the rifle is shooting targets while other / a man is shooting at different targets / a man shoots in a practice range / a man is practicing shooting / man doing shooting / a man is firing his guns at targets / the man is shooting guns / a man shoots several guns at various targets / shooting a target / a man is shooting at targets at a shooting range / a guy is shooting a gun at a firing range / a man is spraying something from a gun / a man is shooting on the target / a taking the shooting practice / the man shot two guns at targets / mens are firing in his gun / a man is shooting something / the man shot at targets / a man is shooting with gun / a man shoots several types of firearms at a shooting / a man is shooting targets / the man is shooting his guns at a range / a man is shooting bullets using a rifle and two / a man is shooting at targets / a man is shooting at targets / a man is shooting a gun / a man does some target shooting / a man is shooting a gun / a man in a shooting competition / a cowboy is shooting with his guns / a man is shooting guns at different targets / the man is shooting two guns / cowboy shooting in shooting range / a man is shooting / a man is shooting off a gun / a man is shooting at targets / a man is shooting guns at targets / a man dressed up like an old cowboy shoots at / a man is shooting with a gun / group of people practicing rifle who were grown up / a man is hitting the aim with gun / a man shot at targets / a man is shooting at targets / a man at a firing range is firing several different / a man is target shooting with several guns / a man is shooting on his target / a man shooting with a gun
pW9DFPqoIsI_26_50, a man is preparing something, a man opening cover in a / a man is the wrapper / a young man opens a package containing headphones that he / a man cuts open an and removes a pair / a man cutting the packet with scissors and taking out / a man opening the plastic cover of a headset / a man is cutting open a package and looking at / a man is opening a package that contains a headset / someone is cutting open a package of headphones / the man headphones / a man is holding the helmet in his hand / a man opens a package of headphones / a man is opening a headset cover / mail is being opened / person showing / an item is / a man is opening a package he in the / the man headphones / someone opened a package and took the item out / a man scissors open a large / a young man is cutting open a package containing a / a man is cutting open a package / a man removes a pair of headphones from a package / a person opens a package containing headphones / a man opens a package containing headphones with scissors / a man cuts open a brown mail with scissors / a person writing opening a package / a man cuts open a bag / a man a bag for picking a / a man is cutting a wrapper / a man cuts open the package to find a / a man opening a package and it contains a headset / someone opened a package and took the item out / the man is a free head set / a man is opening a package containing headphones / a man is opening a is an / a man is opening a package / someone opened a package that came in the mail / a person is taking headphones out of a package / the man opened the and found headphones inside / a man cuts open a package and a / a man cutting a packet using scissors / someone is sitting on the floor where they open a / a man is taking out a set of new headphones / a man is cutting cover and taking out head phones / a man was cutting a closed packet / a man is headset from cover
umjc1CkO4JA_290_305, a man in a forest, a man chops down a tree with an axe / a person is cutting tree / a man is chopping at a tree with an axe / people were cutting trees / a man is chopping down a tree / a man is cutting woods / a man is cutting a tree / a man is cutting a tree with an while / a scene from the movie / a man is chopping the base of a large tree / a man is cutting the tree / the man cutting tree / a man is cutting a tree / a man is chopping at a tree with an axe / a man is cutting tree / a man is chopping a tree down / men cutting the tree with their / cutting tree with axe / a man is chopping a tree in the / the man cut down a tree with an axe / a man cuting the tree / a man is chopping down a very large tree / a video clip from the movie / the man is chopping off a big tree in the / men are in the forest with while one of / a man is in the process of chopping down a / some people cutting trees with axe in forest / a man cutting a tree with an / a man is cutting down a tree / its a scene from hollywood movie / a man is cutting down a tree / a man is chopping down a tree / the man is cutting a tree with an axe / a man is cutting down a tree / a man is cutting the tree / a man is cutting a big tree with an axe / a man is chopping down a tree with an axe / part / man chopping the tree / a man is hitting a tree with an axe / a man is chopping down a tree with an axe / a man cut a tree with an axe / some people cuting the trees / a man is chopping a tree / a man is cutting a trunk of a tree / a man chops down a tree with an axe / a man cuts a tree with an axe / a set of chatting and cutting a big tree / three men are in the forest and one of them / the man is cutting the tree / a man is cutting a tree / a man is chopping down a tree
wsj_dzz33Ko_31_41, a woman is chopping vegetables, the leaves of a vegetable is cut off / someone cut up a bunch of / the cook is cutting / someone is slicing pulling herbs off the stem / cutting bundle of leaves into pieces / a is placed on the table / its good to see how to make a in / a man cuts a bundle of leafy vegetables with a / herbs are being chopped / a man slices the leaves off the stem of some / a man cutting the leaves / this much will good taste / the leaves are cut away from a bundle of / a person is cutting off the stems / chef john demonstrates how to make sauce / the lady is cutting up / a man is cutting coriander leaves from its stem / a woman is cutting leaves from its bundle / cutting with knife / someone cut up a bunch of / a person chops up some / someone chopped up some / a man is cutting leaves / a person cutting up / a man slicing vegitables / a cook cuts up some lettuce / a woman is leaves from their stems / a man some leaves off the stem and / a woman is cutting / a man is chopping / some one is cutting coriander leaves / someone cut up a bunch of / a man is separating coriander leaves with knife / a women is preparing / a man is cutting a coriander leaves / a person is shaving leaves off stems / a man slices off the stems with leaves from a / someone is chopping up a leafy green plant / the man is cutting up / a man is chopping green leaves / a green which looks like is being cut / a man cuts / a man is cutting the green / someone is preparing a bunch of coriander for the blender / a chef is preparing japanese food / a chef fresh / a woman is slicing / someone is preparing / the cook is slicing / a man is cutting leaves / green vegetables being / a man chopping / someone is chopping an / is being cut / a chef is cutting leaves
wX-Bl25Htag_104_115, a girl is doing makeup, a girl is putting on makeup / making girl / a woman applies eye makeup / a woman is showing how to apply makeup / a woman is putting on her makeup / a woman is applying foundation to her face / the woman is putting on eye makeup / she is doing makeup / a lady applying eye / a girl applies eye shadow / girl is doing makeup with the brush / the women doing makeup own eye / a woman applies cosmetics to her / a woman is talking while applying eyeshadow / the person is applying makeup / a woman is applying cosmetics to her with a / a woman is teaching how to apply eye shadow / the girl put eye makeup on with a brush / a woman puts on eye shadow / a lady applies shadow to her right eye / a woman is applying a golden eye shadow on the / a woman is applying makeup to her eyelids / a woman is putting on makeup / a woman is demonstrating how to apply makeup / a woman is applying eye shadow / a woman applies eye makeup / the girl applied eye shadow with a brush / a woman is applying eyeshadow / a woman is applying eyeshadow to her eyelids / a girl is applying eye makeup / a beautiful girl doing some sort of makeup on her / a woman is making an with a brush / a girl is doing makeup / a woman is applying cream on her eyelids / a woman is demonstrating eye shadow / a girl is applying eye makeup / a women demonstrating how to color eyelids / a woman is applying eyeshadow on her / a girl putting makeup / a woman is applying eye makeup / she is doing the make up
uJPupV4oLZ0_4_12, a person is playing with a frog, a man holding small frog in hand / a man holding a baby from in his hand / a person is holding a small frog in the palm / a person is holding a small toad / a man is holding a tiny frog / a person is holding a small frog / a man holding a toad on his hand / a toad is in a persons hand / a man is holding a little toad / a man is holding a very tiny toad in the / a person shows us a tiny toad / a person shows small frog / so nice job / someone is holding a toad / someone showing a baby of frog / someone is holding a small toad / a man holds a baby frog in his hand / a man is holding a tiny frog / a toad is sitting in a mans hand / someone is holding a toad in his or her hand / a man is keeping a small frog in his hands / a tiny toad is sitting in someones hand / the man was explain the of toad / a small frog is showing by anyone / the man is holding a very tiny frog / frog in the hand / a boy held a small frog in his hand / a man is holding a toad in his hand / the toad is sitting on the palm / the person watching the frog / dramatic toad in / a man is holding a baby toad / a person holds a tiny toad / the tiny toad is sitting on the mans palm / a tiny frog in hand / a man catching something / a person taking toad in his hand / a person holds a small in his hand / the man held a tiny frog in his hand / a tiny toad is sitting in the palm of someones / somebody is having a baby frog on palm
o_mWZWcm2r4_47_54, a man is riding a bicycle, a girl is riding a bike in a parking lot / the boy is riding the cycle / the boy is bicycle riding / a girl is riding a bicycle / three people watch a girl ride a bicycle in a / a kid playing a bicycle / a girl is riding her bike in a parking lot / a girl is riding a bicycle in a parking lot / a woman rides a bike / a girl is riding a bicycle / a girl is driving cycle / the girl is riding a bicycle / from television show kids and counting where joy / a little girl is riding a bike in a parking / a girl is riding a bicycle / a girl is riding a bicycle / the persons are cycling / a girl is riding a bike / a girl is riding a bike / a girl is riding a bike around a parking lot / a girl is riding a bike / a girl is riding a bicycle in a parking lot / a girl is riding a bicycle / a girl is riding a bike / a girl is the cycle / a girl is riding a bicycle / a girl is riding a bicycle in a parking lot / a boy drive his bike / the girl rode the bicycle / a girl rides a bicycle around a parking while other
